TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > Power factor (Q1);IOITSecure447 > Power factor (Q2);IOITSecure447 > Power factor (Q3);IOITSecure447 > Avg power factor;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power;IOITSecure447 > R-Ph Voltage THD;IOITSecure447 > Y-Ph Voltage THD;IOITSecure447 > B-Ph Voltage THD;IOITSecure447 > R-Ph Current THD;IOITSecure447 > Y-Ph Current THD;IOITSecure447 > B-Ph Current THD
24/12/2023 02:44:30;239.53;241.70;241.33;240.84;416.40;417.92;417.14;20.48;12.40;16.64;9.09;20.21;12.39;16.71;3.48;-0.56;-0.05;0.99;-1.00;-1.00;1.00;4.77;2.94;3.94;11.64;0.84;-0.14;-0.01;0.69;4.91;3.01;4.01;11.88;3.57;4.46;4.07;79.71;95.83;77.71
24/12/2023 02:44:40;239.53;241.70;241.33;240.84;416.40;417.92;417.14;20.48;12.40;16.64;9.09;20.21;12.39;16.71;3.48;-0.56;-0.05;0.99;-1.00;-1.00;1.00;4.77;2.94;3.94;11.64;0.84;-0.14;-0.01;0.69;4.91;3.01;4.01;11.88;3.57;4.51;4.01;82.55;96.24;77.06
24/12/2023 02:44:50;239.56;241.75;241.39;240.90;416.47;417.99;417.17;20.47;12.40;16.70;9.11;20.24;12.37;16.62;3.49;-0.59;0.02;0.99;-1.00;1.00;1.00;4.77;2.92;3.96;11.68;0.84;-0.13;-0.01;0.70;4.91;2.99;4.02;11.87;3.54;4.47;4.07;82.14;96.21;77.09
24/12/2023 02:45:00;239.61;241.71;241.46;240.90;416.47;417.99;417.17;20.47;12.40;16.70;9.11;20.24;12.37;16.62;3.49;-0.59;0.02;0.99;-1.00;1.00;1.00;4.77;2.92;3.96;11.68;0.84;-0.13;-0.01;0.70;4.91;2.99;4.02;11.87;3.54;4.47;4.07;82.14;96.21;77.09
24/12/2023 02:45:10;239.61;241.71;241.46;240.96;416.57;418.13;417.36;20.56;12.39;16.61;8.96;20.21;12.39;16.50;3.45;-0.55;-0.05;0.99;-1.00;-1.00;1.00;4.76;2.93;3.95;11.64;0.85;-0.14;-0.02;0.69;4.91;3.00;4.02;11.88;3.61;4.59;4.06;82.79;96.03;77.21
24/12/2023 02:45:20;239.66;241.79;241.45;240.96;416.60;418.21;417.37;20.45;12.39;16.61;8.96;20.21;12.39;16.50;3.45;-0.55;-0.05;0.99;-1.00;-1.00;1.00;4.76;2.93;3.95;11.64;0.85;-0.14;-0.02;0.69;4.91;3.00;4.02;11.88;3.61;4.59;4.06;82.79;96.03;77.21
24/12/2023 02:45:30;239.66;241.79;241.45;240.96;416.60;418.21;417.37;20.45;12.34;16.54;9.01;20.14;12.39;16.55;3.54;-0.58;-0.06;0.98;-1.00;-1.00;1.00;5.06;2.94;3.95;11.98;1.20;-0.14;-0.02;1.06;5.29;3.01;4.01;12.20;3.56;4.50;4.01;74.52;96.42;77.64
24/12/2023 02:45:40;239.29;241.86;241.37;240.87;416.39;418.01;417.15;22.13;12.39;16.55;11.00;21.46;12.39;16.58;3.54;-0.58;-0.06;0.98;-1.00;-1.00;1.00;5.06;2.94;3.95;11.98;1.20;-0.14;-0.02;1.06;5.29;3.01;4.01;12.20;3.56;4.50;4.01;74.52;96.42;77.64
24/12/2023 02:45:50;239.29;241.86;241.37;240.87;416.39;418.01;417.15;22.13;12.39;16.55;11.00;21.46;12.39;16.58;5.05;-0.57;-0.11;0.97;-1.00;-1.00;1.00;5.08;2.95;3.97;11.99;1.20;-0.15;-0.02;1.04;5.29;3.00;4.02;12.22;3.68;4.44;4.04;76.73;96.08;77.88
24/12/2023 02:46:00;239.19;241.74;241.22;240.72;416.13;417.73;416.96;22.04;12.39;16.56;10.93;21.32;12.43;16.65;4.96;-0.61;-0.08;0.97;-1.00;-1.00;1.00;5.08;2.95;3.97;11.99;1.20;-0.15;-0.02;1.04;5.29;3.00;4.02;12.22;3.68;4.44;4.04;76.73;96.08;77.88
24/12/2023 02:46:10;239.19;241.74;241.22;240.72;416.13;417.73;416.96;22.04;12.39;16.56;10.93;21.32;12.43;16.65;4.96;-0.61;-0.08;0.97;-1.00;-1.00;1.00;5.06;2.95;3.96;11.93;1.21;-0.15;-0.02;1.03;5.26;3.00;3.99;12.15;3.54;4.42;4.01;77.41;95.88;77.82
24/12/2023 02:46:20;239.30;241.79;241.25;240.74;416.17;417.68;417.01;22.09;12.39;16.63;10.91;21.36;12.40;16.67;4.96;-0.59;-0.05;0.97;-1.00;-1.00;1.00;5.05;2.94;3.95;11.93;1.21;-0.15;-0.02;1.03;5.26;3.00;3.99;12.15;3.54;4.42;4.01;77.41;95.88;77.82
24/12/2023 02:46:30;239.30;241.79;241.25;240.74;416.17;417.68;417.01;22.09;12.39;16.63;10.91;21.36;12.40;16.67;4.96;-0.59;-0.05;0.97;-1.00;-1.00;1.00;5.05;2.94;3.95;11.94;1.22;-0.14;-0.02;1.05;5.27;3.00;4.01;12.16;3.54;4.47;4.03;77.16;96.21;77.30
24/12/2023 02:46:40;239.39;241.76;241.31;240.86;416.40;417.82;417.31;21.96;12.42;16.67;11.07;21.45;12.39;16.65;5.04;-0.62;-0.08;0.97;-1.00;-1.00;1.00;5.04;2.94;3.93;11.94;1.21;-0.15;-0.01;1.05;5.27;3.00;4.01;12.16;3.54;4.47;4.03;77.16;96.21;77.30
24/12/2023 02:46:50;239.39;241.76;241.31;240.86;416.40;417.82;417.31;21.96;12.42;16.67;11.07;21.45;12.39;16.65;5.04;-0.62;-0.08;0.97;-1.00;-1.00;1.00;5.04;2.94;3.93;11.94;1.21;-0.15;-0.01;1.03;5.30;3.01;4.01;12.21;3.56;4.43;4.02;74.32;92.22;77.56
24/12/2023 02:47:00;239.54;241.74;241.36;240.88;416.47;417.82;417.25;21.96;13.24;16.64;10.12;21.34;13.35;16.51;5.07;-0.37;-0.06;0.97;-1.00;-1.00;1.00;5.05;3.20;3.96;12.24;1.21;-0.08;-0.02;1.11;5.27;3.30;4.02;12.21;3.56;4.43;4.02;74.32;92.22;77.56
24/12/2023 02:47:10;239.54;241.74;241.36;240.88;416.47;417.82;417.25;21.96;13.24;16.64;10.12;21.34;13.35;16.51;5.07;-0.37;-0.06;0.97;-1.00;-1.00;1.00;5.05;3.20;3.96;12.24;1.21;-0.08;-0.02;1.11;5.27;3.30;4.02;12.52;3.53;4.46;4.03;74.26;82.80;76.63
24/12/2023 02:47:20;239.73;241.41;241.46;240.88;416.40;417.84;417.23;21.34;15.00;16.57;7.38;20.97;15.02;16.60;4.17;-0.91;-0.05;0.98;-1.00;-1.00;1.00;4.96;3.62;3.96;12.55;1.01;-0.22;-0.02;0.77;5.12;3.70;4.03;12.76;3.54;4.36;4.07;76.42;82.80;76.63
24/12/2023 02:47:30;239.54;241.41;241.46;240.88;416.40;417.84;417.23;21.34;15.00;16.57;7.38;20.97;15.02;16.60;4.17;-0.91;-0.05;0.98;-1.00;-1.00;1.00;4.96;3.62;3.96;12.55;1.01;-0.22;-0.02;0.77;5.12;3.70;4.03;12.76;3.54;4.36;4.07;76.42;75.02;77.15
24/12/2023 02:47:40;239.54;241.16;241.33;240.69;415.97;417.67;417.02;21.48;15.53;16.64;6.87;20.86;15.53;16.62;4.14;-0.93;-0.06;0.98;-1.00;-1.00;1.00;4.93;3.70;3.97;12.63;1.01;-0.22;-0.02;0.77;5.13;3.76;4.03;12.82;3.57;4.36;4.02;79.55;73.23;77.78
24/12/2023 02:47:50;239.67;241.21;241.34;240.74;416.16;417.67;417.02;21.48;15.53;16.64;6.87;20.86;15.53;16.62;4.14;-0.93;-0.06;0.98;-1.00;-1.00;1.00;4.93;3.70;3.97;12.63;1.01;-0.22;-0.02;0.77;5.13;3.76;4.03;12.82;3.57;4.36;4.02;79.55;73.23;77.78
24/12/2023 02:48:00;239.67;241.21;241.34;240.74;416.16;417.76;417.11;21.39;15.66;16.68;6.98;21.02;15.60;16.62;4.21;-0.90;-0.12;0.98;-1.00;-1.00;1.00;4.93;3.72;3.97;12.67;1.01;-0.22;-0.02;0.78;5.13;3.82;4.01;12.86;3.62;4.37;4.03;79.63;71.68;77.38
24/12/2023 02:48:10;239.82;240.62;241.16;240.56;415.81;417.34;416.84;19.89;17.01;16.69;3.56;19.76;15.60;16.62;4.21;-0.90;-0.12;0.98;-1.00;-1.00;1.00;4.93;3.72;3.97;12.67;1.01;-0.22;-0.02;0.78;5.13;3.82;4.01;12.86;3.62;4.37;4.03;79.63;71.68;77.38
24/12/2023 02:48:20;239.82;240.62;241.16;240.56;415.81;417.34;416.84;19.89;17.01;16.69;3.56;19.76;16.99;16.67;2.60;-0.89;-0.08;0.99;-1.00;-1.00;1.00;4.66;4.04;3.97;12.72;0.63;-0.21;-0.01;0.41;4.80;4.09;4.01;12.87;3.60;4.31;4.02;82.50;66.77;76.36
24/12/2023 02:48:30;239.99;240.71;241.37;240.69;415.97;417.44;417.09;19.90;17.11;16.86;3.59;19.81;17.12;16.93;2.59;-0.84;-0.07;0.99;-1.00;-1.00;1.00;4.66;4.04;3.97;12.72;0.63;-0.21;-0.01;0.41;4.80;4.09;4.01;12.87;3.60;4.31;4.02;82.50;66.77;76.36
24/12/2023 02:48:40;239.99;240.71;241.37;240.69;415.97;417.44;417.09;19.90;17.11;16.86;3.59;19.81;17.12;16.93;2.59;-0.84;-0.07;0.99;-1.00;-1.00;1.00;4.68;4.09;3.98;12.76;0.61;-0.21;-0.02;0.38;4.79;4.14;4.06;12.94;3.55;4.29;4.03;81.29;66.41;75.75
24/12/2023 02:48:50;240.02;240.62;241.36;240.67;415.89;417.47;417.20;19.95;17.29;16.88;3.34;19.81;17.31;16.93;2.63;-0.88;-0.06;0.99;-1.00;-1.00;1.00;4.69;4.09;3.98;12.76;0.61;-0.21;-0.02;0.38;4.79;4.14;4.06;12.94;3.55;4.29;4.03;81.29;66.41;75.75
24/12/2023 02:49:00;240.02;240.62;241.36;240.67;415.89;417.47;417.20;19.95;17.29;16.88;3.34;19.81;17.31;16.93;2.63;-0.88;-0.06;0.99;-1.00;-1.00;1.00;4.69;4.12;4.00;12.79;0.63;-0.21;-0.03;0.41;4.81;4.18;4.07;13.01;3.74;4.29;3.99;85.31;65.81;76.06
24/12/2023 02:49:10;240.05;240.63;241.29;240.66;415.95;417.44;417.14;19.95;17.45;16.75;3.30;19.86;17.42;16.77;2.60;-0.85;-0.05;0.99;-1.00;-1.00;1.00;4.69;4.15;4.01;12.80;0.62;-0.22;-0.03;0.41;4.81;4.18;4.07;13.01;3.74;4.29;3.99;85.31;65.81;76.06
24/12/2023 02:49:20;240.05;240.63;241.29;240.66;415.95;417.44;417.14;19.95;17.45;16.75;3.30;19.86;17.42;16.77;2.60;-0.85;-0.05;0.99;-1.00;-1.00;1.00;4.69;4.15;4.01;12.80;0.62;-0.22;-0.02;0.41;4.82;4.17;4.07;12.97;3.53;4.32;4.00;84.97;66.82;75.59
24/12/2023 02:49:30;239.95;240.76;241.27;240.67;415.95;417.44;417.27;19.95;16.02;16.76;4.69;19.81;15.90;16.84;2.68;-0.91;-0.10;0.99;-1.00;-1.00;1.00;4.68;3.72;4.02;12.43;0.62;-0.22;-0.02;0.38;4.77;3.73;4.07;12.97;3.53;4.32;4.00;84.97;66.82;75.59
24/12/2023 02:49:40;239.95;240.76;241.27;240.67;415.95;417.44;417.27;19.95;16.02;16.76;4.69;19.81;15.90;16.84;2.68;-0.91;-0.10;0.99;-1.00;-1.00;1.00;4.68;3.72;4.02;12.43;0.62;-0.22;-0.02;0.38;4.77;3.73;4.09;12.55;3.58;4.38;3.98;85.48;75.37;75.56
24/12/2023 02:49:50;239.72;240.95;241.20;240.63;415.94;417.41;417.00;19.97;14.87;16.86;5.67;19.74;14.84;16.93;2.60;-0.88;-0.09;0.99;-1.00;-1.00;1.00;4.69;3.51;4.03;12.20;0.64;-0.22;-0.02;0.39;4.80;3.57;4.07;12.39;3.58;4.34;4.05;85.48;75.37;75.56
24/12/2023 02:50:00;240.19;240.95;241.20;240.63;415.94;417.41;417.00;19.97;14.87;16.86;5.67;19.74;14.84;16.93;2.60;-0.88;-0.09;0.99;-1.00;-1.00;1.00;4.69;3.51;4.03;12.20;0.64;-0.22;-0.02;0.39;4.80;3.57;4.07;12.39;3.58;4.34;4.05;81.74;78.18;76.21
24/12/2023 02:50:10;240.19;241.53;241.65;241.12;416.85;418.26;417.83;19.93;14.53;16.90;6.13;19.78;14.49;16.85;2.56;-0.82;-0.11;0.99;-1.00;-1.00;1.00;4.67;3.44;4.04;12.15;0.64;-0.20;-0.02;0.41;4.80;3.50;4.05;12.30;3.60;4.38;4.03;82.60;80.75;76.13
24/12/2023 02:50:20;240.45;241.82;241.89;241.39;417.30;418.71;417.83;19.93;14.53;16.90;6.13;19.78;14.49;16.85;2.56;-0.82;-0.11;0.99;-1.00;-1.00;1.00;4.67;3.44;4.04;12.15;0.64;-0.20;-0.02;0.41;4.80;3.50;4.05;12.30;3.60;4.38;4.03;82.60;80.75;76.13
24/12/2023 02:50:30;240.45;241.82;241.89;241.39;417.30;418.71;418.23;19.90;14.36;16.88;6.36;19.82;14.35;16.86;2.76;-0.87;-0.06;0.99;-1.00;-1.00;1.00;4.67;3.41;4.01;12.10;0.64;-0.21;-0.02;0.42;4.80;3.47;4.07;12.30;3.60;4.41;4.02;86.27;80.77;75.54
24/12/2023 02:50:40;240.44;241.92;241.96;241.44;417.40;418.93;418.38;19.88;14.31;16.87;6.36;19.82;14.35;16.86;2.76;-0.87;-0.06;0.99;-1.00;-1.00;1.00;4.67;3.41;4.01;12.10;0.64;-0.21;-0.02;0.42;4.80;3.47;4.07;12.30;3.60;4.41;4.02;86.27;80.77;75.54
24/12/2023 02:50:50;240.44;241.92;241.96;241.44;417.40;418.93;418.38;19.88;14.31;16.87;6.34;19.73;14.32;16.93;2.69;-0.86;-0.11;0.99;-1.00;-1.00;1.00;4.69;3.41;4.01;12.06;0.63;-0.21;-0.02;0.39;4.79;3.45;4.07;12.27;3.54;4.42;4.02;85.71;81.38;75.81
24/12/2023 02:51:00;240.43;241.90;242.02;241.49;417.40;419.02;418.50;19.84;14.31;16.83;6.23;19.70;14.29;16.73;2.62;-0.86;-0.11;0.99;-1.00;-1.00;1.00;4.69;3.41;4.01;12.06;0.63;-0.21;-0.02;0.39;4.79;3.45;4.07;12.27;3.54;4.42;4.02;85.71;81.38;75.81
24/12/2023 02:51:10;240.43;241.90;242.02;241.49;417.40;419.02;418.50;19.84;14.31;16.83;6.23;19.70;14.29;16.73;2.62;-0.83;-0.07;0.99;-1.00;-1.00;1.00;4.68;3.41;4.03;12.11;0.63;-0.21;-0.02;0.40;4.78;3.46;4.08;12.30;3.57;4.36;4.06;85.64;81.82;76.18
24/12/2023 02:51:20;240.47;241.96;241.97;241.50;417.49;418.99;418.40;19.95;14.27;16.71;6.34;19.64;14.25;16.76;2.59;-0.83;-0.09;0.99;-1.00;-1.00;1.00;4.68;3.41;4.03;12.11;0.63;-0.21;-0.02;0.40;4.78;3.46;4.08;12.30;3.57;4.36;4.06;85.64;81.82;76.18
24/12/2023 02:51:30;240.47;241.96;241.97;241.50;417.49;418.99;418.40;19.95;14.27;16.71;6.34;19.64;14.25;16.76;2.59;-0.83;-0.09;0.99;-1.00;-1.00;1.00;4.66;3.40;4.02;12.07;0.63;-0.21;-0.02;0.40;4.78;3.45;4.08;12.26;3.50;4.41;4.01;82.48;82.06;76.12
24/12/2023 02:51:40;240.39;241.95;242.03;241.48;417.40;418.94;418.38;19.92;14.28;16.83;6.35;19.78;14.27;16.84;2.60;-0.86;-0.10;0.99;-1.00;-1.00;1.00;4.68;3.39;4.03;12.07;0.63;-0.21;-0.02;0.40;4.78;3.45;4.08;12.26;3.50;4.41;4.01;82.48;82.06;76.12
24/12/2023 02:51:50;240.39;241.95;242.03;241.48;417.40;418.94;418.38;19.92;14.28;16.83;6.35;19.78;14.27;16.84;2.60;-0.86;-0.10;0.99;-1.00;-1.00;1.00;4.68;3.39;4.03;12.10;0.63;-0.20;-0.02;0.42;4.81;3.46;4.09;12.29;3.54;4.36;4.04;82.45;81.98;76.87
24/12/2023 02:52:00;240.72;242.19;242.27;241.75;417.89;419.52;418.97;19.91;14.28;16.84;6.44;19.84;14.25;16.83;2.66;-0.85;-0.13;0.99;-1.00;-1.00;1.00;4.66;3.40;4.04;12.09;0.62;-0.21;-0.02;0.42;4.81;3.46;4.09;12.29;3.54;4.36;4.04;82.45;81.98;76.87
24/12/2023 02:52:10;240.72;242.19;242.27;241.75;417.89;419.52;418.97;19.91;14.28;16.84;6.44;19.84;14.25;16.83;2.66;-0.85;-0.13;0.99;-1.00;-1.00;1.00;4.66;3.40;4.04;12.09;0.62;-0.21;-0.02;0.39;4.79;3.45;4.06;12.25;3.58;4.39;4.03;83.23;82.11;76.49
24/12/2023 02:52:20;240.72;242.26;242.26;241.75;417.96;419.46;418.93;19.87;14.28;16.88;6.26;19.69;14.22;16.84;2.59;-0.86;-0.08;0.99;-1.00;-1.00;1.00;4.66;3.40;4.04;12.10;0.63;-0.21;-0.01;0.42;4.80;3.46;4.07;12.27;3.58;4.39;4.03;83.23;82.11;76.49
24/12/2023 02:52:30;240.72;242.26;242.26;241.75;417.96;419.46;418.93;19.87;14.28;16.88;6.26;19.69;14.22;16.84;2.59;-0.86;-0.08;0.99;-1.00;-1.00;1.00;4.66;3.40;4.04;12.10;0.63;-0.21;-0.01;0.42;4.80;3.46;4.07;12.27;3.61;4.39;4.07;85.44;81.94;76.70
24/12/2023 02:52:40;240.68;242.16;242.16;241.67;417.82;419.22;418.71;19.90;14.26;16.90;6.36;19.74;14.25;16.88;2.62;-0.86;-0.10;0.99;-1.00;-1.00;1.00;4.69;3.39;3.97;12.10;0.62;-0.20;-0.02;0.41;4.79;3.46;4.08;12.27;3.53;4.37;4.08;85.31;81.94;76.70
24/12/2023 02:52:50;240.70;242.23;242.16;241.67;417.82;419.22;418.71;19.90;14.26;16.90;6.36;19.74;14.25;16.88;2.62;-0.86;-0.10;0.99;-1.00;-1.00;1.00;4.69;3.39;3.97;12.10;0.62;-0.20;-0.02;0.41;4.79;3.46;4.08;12.27;3.53;4.37;4.08;85.31;82.43;76.19
24/12/2023 02:53:00;240.70;242.23;242.23;241.71;417.84;419.31;418.78;20.04;14.24;16.91;6.25;19.68;14.24;16.90;2.70;-0.87;-0.09;0.99;-1.00;-1.00;1.00;4.66;3.39;4.02;12.07;0.64;-0.20;-0.02;0.42;4.80;3.45;4.08;12.29;3.55;4.39;4.07;84.97;82.10;75.96
24/12/2023 02:53:10;240.68;242.19;242.23;241.70;417.85;419.30;418.74;19.89;14.24;16.91;6.25;19.68;14.24;16.90;2.70;-0.87;-0.09;0.99;-1.00;-1.00;1.00;4.66;3.39;4.02;12.07;0.64;-0.20;-0.02;0.42;4.80;3.45;4.08;12.29;3.55;4.39;4.07;84.97;82.10;75.96
24/12/2023 02:53:20;240.68;242.19;242.23;241.70;417.85;419.30;418.74;19.89;14.25;16.75;6.28;19.73;14.22;16.70;2.63;-0.87;-0.08;0.99;-1.00;-1.00;1.00;4.68;3.39;4.03;12.12;0.63;-0.22;-0.01;0.41;4.80;3.45;4.11;12.33;3.61;4.37;4.09;83.00;81.99;76.76
24/12/2023 02:53:30;240.71;242.23;242.33;241.75;417.86;419.44;418.95;19.92;14.26;16.75;6.37;19.73;14.20;16.70;2.63;-0.87;-0.08;0.99;-1.00;-1.00;1.00;4.68;3.39;4.03;12.12;0.63;-0.22;-0.01;0.41;4.80;3.45;4.11;12.33;3.61;4.37;4.09;83.00;81.99;76.76
24/12/2023 02:53:40;240.71;242.23;242.33;241.75;417.86;419.44;418.95;19.92;14.26;16.75;6.37;19.73;14.20;16.77;2.69;-0.87;-0.07;0.99;-1.00;-1.00;1.00;4.68;3.40;4.02;12.10;0.64;-0.20;-0.02;0.42;4.77;3.45;4.09;12.29;3.52;4.40;4.03;82.10;82.55;76.49
24/12/2023 02:53:50;240.56;242.10;242.21;241.62;417.68;419.28;418.68;19.90;14.30;16.82;6.33;19.69;14.23;16.82;2.59;-0.86;-0.09;0.99;-1.00;-1.00;1.00;4.68;3.40;4.02;12.10;0.64;-0.20;-0.02;0.42;4.77;3.45;4.09;12.29;3.52;4.40;4.03;82.10;82.55;76.49
24/12/2023 02:54:00;240.56;242.10;242.21;241.62;417.68;419.28;418.68;19.90;14.30;16.82;6.33;19.69;14.23;16.82;2.59;-0.86;-0.09;0.99;-1.00;-1.00;1.00;4.69;3.39;4.04;12.13;0.63;-0.20;-0.01;0.42;4.79;3.45;4.09;12.30;3.53;4.42;4.04;85.84;82.28;76.35
24/12/2023 02:54:10;240.71;242.27;242.30;241.76;417.95;419.51;418.81;19.92;14.25;16.85;6.38;19.71;14.20;16.86;2.69;-0.84;-0.08;0.99;-1.00;-1.00;1.00;4.67;3.40;4.04;12.13;0.63;-0.20;-0.01;0.42;4.79;3.45;4.09;12.30;3.53;4.42;4.04;85.84;82.28;76.35
24/12/2023 02:54:20;240.71;242.27;242.30;241.76;417.95;419.51;418.81;19.92;14.25;16.85;6.38;19.71;14.20;16.86;2.69;-0.84;-0.08;0.99;-1.00;-1.00;1.00;4.67;3.40;4.03;12.10;0.65;-0.20;-0.01;0.43;4.78;3.45;4.05;12.24;3.53;4.36;4.08;85.86;82.29;76.89
24/12/2023 02:54:30;240.77;242.31;242.39;241.83;418.10;419.64;419.03;19.90;14.29;16.87;6.24;19.63;14.21;16.86;2.68;-0.85;-0.08;0.99;-1.00;-1.00;1.00;4.67;3.39;4.03;12.06;0.63;-0.21;-0.02;0.43;4.78;3.45;4.05;12.24;3.53;4.36;4.08;85.86;82.29;76.89
24/12/2023 02:54:40;240.77;242.31;242.39;241.83;418.10;419.64;419.03;19.90;14.29;16.87;6.24;19.63;14.21;16.86;2.68;-0.85;-0.08;0.99;-1.00;-1.00;1.00;4.67;3.39;4.03;12.06;0.63;-0.21;-0.02;0.43;4.79;3.46;4.06;12.29;3.74;4.36;4.04;82.80;82.23;76.59
24/12/2023 02:54:50;240.67;242.24;242.22;241.69;417.83;419.34;418.78;19.93;14.27;16.89;6.38;19.73;14.25;16.91;2.63;-0.80;-0.05;0.99;-1.00;-1.00;1.00;4.66;3.39;4.00;12.05;0.64;-0.22;-0.02;0.41;4.78;3.44;4.07;12.29;3.74;4.36;4.04;82.80;82.23;76.59
24/12/2023 02:55:00;240.51;242.24;242.22;241.69;417.83;419.34;418.78;19.93;14.27;16.89;6.38;19.73;14.25;16.91;2.63;-0.80;-0.05;0.99;-1.00;-1.00;1.00;4.66;3.39;4.00;12.05;0.64;-0.22;-0.02;0.41;4.78;3.44;4.07;12.29;3.51;4.37;4.09;82.93;79.06;76.00
24/12/2023 02:55:10;240.51;241.89;242.07;241.47;417.42;418.94;418.41;19.94;14.73;16.93;5.94;19.73;14.71;16.84;2.64;-0.65;-0.04;0.99;-1.00;-1.00;1.00;4.67;3.51;4.03;12.22;0.64;-0.16;-0.01;0.47;4.80;3.56;4.09;12.42;3.51;4.34;4.00;85.54;78.95;76.00
24/12/2023 02:55:20;240.41;242.23;242.22;241.47;417.42;418.94;418.41;19.94;14.73;16.93;5.94;19.73;14.71;16.84;2.64;-0.65;-0.04;0.99;-1.00;-1.00;1.00;4.67;3.51;4.03;12.22;0.64;-0.16;-0.01;0.47;4.80;3.56;4.09;12.42;3.51;4.34;4.00;85.54;78.95;75.92
24/12/2023 02:55:30;240.41;242.23;242.22;241.58;417.50;419.20;418.64;21.55;14.72;16.87;7.76;20.98;14.73;16.69;4.22;-0.66;-0.08;0.98;-1.00;-1.00;1.00;4.97;3.51;4.04;12.52;1.03;-0.16;-0.02;0.85;5.14;3.57;4.09;12.73;3.57;4.37;4.01;79.51;78.65;75.71
24/12/2023 02:55:40;240.30;242.16;242.21;241.56;417.46;419.20;418.51;21.40;14.72;16.87;7.76;20.98;14.73;16.69;4.22;-0.66;-0.08;0.98;-1.00;-1.00;1.00;4.97;3.51;4.04;12.52;1.03;-0.16;-0.02;0.85;5.14;3.57;4.09;12.73;3.57;4.37;4.01;79.51;78.65;75.71
24/12/2023 02:55:50;240.30;242.16;242.21;241.56;417.46;419.20;418.51;21.40;14.70;16.77;7.87;21.03;14.69;16.80;4.26;-0.63;-0.10;0.98;-1.00;-1.00;1.00;4.95;3.51;4.03;12.49;1.00;-0.15;-0.02;0.83;5.12;3.56;4.09;12.71;3.70;4.47;4.07;76.99;79.07;77.04
24/12/2023 02:56:00;240.19;242.14;242.16;241.52;417.42;419.20;418.51;21.32;14.72;16.81;7.94;20.94;14.69;16.80;4.26;-0.63;-0.10;0.98;-1.00;-1.00;1.00;4.95;3.51;4.03;12.49;1.00;-0.15;-0.02;0.83;5.12;3.56;4.09;12.71;3.70;4.47;4.07;76.99;79.07;77.04
24/12/2023 02:56:10;240.19;242.14;242.16;241.52;417.42;419.20;418.51;21.32;14.72;16.81;7.94;20.94;14.69;16.89;4.26;-0.63;-0.07;0.98;-1.00;-1.00;1.00;4.96;3.52;4.04;12.53;1.01;-0.15;-0.02;0.84;5.12;3.57;4.10;12.66;3.53;4.39;4.03;77.32;78.96;76.46
24/12/2023 02:56:20;240.28;242.20;242.15;241.51;417.45;419.10;418.34;21.34;14.74;16.88;7.86;21.04;14.71;16.89;4.21;-0.65;-0.09;0.98;-1.00;-1.00;1.00;4.96;3.52;4.04;12.53;1.01;-0.15;-0.02;0.84;5.12;3.57;4.10;12.66;3.53;4.39;4.03;77.32;78.96;76.46
24/12/2023 02:56:30;240.28;242.20;242.15;241.51;417.45;419.10;418.34;21.34;14.74;16.88;7.86;21.04;14.71;16.89;4.21;-0.65;-0.09;0.98;-1.00;-1.00;1.00;4.97;3.52;4.04;12.54;1.03;-0.15;-0.01;0.84;5.11;3.57;4.05;12.67;3.55;4.36;4.02;80.22;79.04;76.45
24/12/2023 02:56:40;240.21;242.06;242.05;241.44;417.27;418.91;418.20;21.38;14.72;16.88;7.85;20.93;14.70;16.87;4.24;-0.62;-0.08;0.98;-1.00;-1.00;1.00;4.97;3.52;4.04;12.54;1.03;-0.15;-0.01;0.84;5.11;3.57;4.05;12.67;3.55;4.36;4.02;80.22;79.04;76.45
24/12/2023 02:56:50;240.21;242.06;242.05;241.44;417.27;418.91;418.20;21.38;14.72;16.88;7.85;20.93;14.70;16.87;4.24;-0.62;-0.08;0.98;-1.00;-1.00;1.00;4.97;3.51;3.99;12.46;1.01;-0.15;-0.02;0.83;5.13;3.57;4.07;12.67;3.67;4.31;4.07;79.43;78.89;76.24
